Fold,Task,Moment,N,MAE,RMSE,R²,r
6,Total_Facial_scale,M2,9,3.4441201951768665,3.4500202348697315,-1.1424749274595714,-0.9773083611788014
6,Total_Facial_scale,M3,5,2.3533859848976135,2.405474826710181,0.4575335163267885,0.935488240719029
6,Total_Facial_scale,M4,7,1.338395152773176,1.6225959085861557,-0.5118130737029729,0.8043219461404696
7,Orbital_tightening,M0,7,0.3823413210255759,0.42973389202541423,0.0,
7,Orbital_tightening,M1,7,0.4984934329986572,0.5477844292310773,0.0,
7,Orbital_tightening,M2,9,0.6514998740620084,0.7321583444907486,-20.710256400872268,-0.749483315425584
7,Orbital_tightening,M3,5,0.2434432625770569,0.2636980852421788,0.7102638326650359,0.9444684505321521
7,Orbital_tightening,M4,7,0.2187951249735696,0.2405605836316686,-1.1267004976198796,0.9310378681626943
7,Tension_above_eyes,M0,7,0.18014879737581527,0.22441944461796087,-0.8508800914357477,0.3080936778531877
7,Tension_above_eyes,M1,7,0.23951833162988936,0.2795798359964306,-1.8725598550061298,0.5702726034010076
7,Tension_above_eyes,M2,9,0.26130588518248665,0.326193762628924,-3.3092957596555532,-0.3859505960370594
7,Tension_above_eyes,M3,5,0.6831426858901978,0.6882982817934131,-0.9739770686741498,-0.9170744415894124
7,Tension_above_eyes,M4,7,0.2810506990977696,0.3437865100328514,0.0,
7,Cheek_tightening,M0,7,0.17905027898294584,0.21078873924120256,-0.6328719553886621,-0.2655891904922851
7,Cheek_tightening,M1,7,0.16583250037261418,0.22057689463506988,-0.7880405103462427,0.27374083824240575
7,Cheek_tightening,M2,9,0.566681949628724,0.6555846655817262,-3.351636573866151,-0.9426460671122652
7,Cheek_tightening,M3,5,0.128975510597229,0.14219343267261164,0.24178858412215254,0.5657492041923062
7,Cheek_tightening,M4,7,0.16630111741168158,0.17546094082075472,-0.1314053420116219,0.730123809212519
7,Ears_frontal,M0,7,0.1025242635181972,0.11859197871543688,0.0,
7,Ears_frontal,M1,7,0.42262453372989384,0.5430669113219339,0.0,
7,Ears_frontal,M2,9,0.46104184952047134,0.4896320762745897,-1.4273632197753376,-0.6037212247513877
7,Ears_frontal,M3,5,0.2545421957969666,0.25577451557558734,0.3866818851385492,0.9970593582560866
7,Ears_frontal,M4,7,0.08451156318187714,0.10181878092780458,0.6190104152100575,0.8389539152056489
7,Ears_lateral,M0,7,0.3677111949239458,0.4464334527302916,-6.324378482021355,-0.2538169155139427
7,Ears_lateral,M1,7,0.6151056076799121,0.6563060917603586,0.0,
7,Ears_lateral,M2,9,0.6858777734968398,0.707846042130463,-1.2547069527279162,-0.7205608757518722
7,Ears_lateral,M3,5,0.4914925336837769,0.5556659311472002,0.27633294851434365,0.917861622361961
7,Ears_lateral,M4,7,0.16757509963853018,0.21062694058770295,0.5924084196718022,0.9656198405479169
7,Lip_jaw_profile,M0,7,0.2650139161518642,0.295209990579514,-2.2027233003727225,0.002663110270316623
7,Lip_jaw_profile,M1,7,0.1765767995800291,0.1982002647897952,0.0,
7,Lip_jaw_profile,M2,9,0.6289121723837323,0.6400290268562243,-0.843367198483365,-0.837916270402743
7,Lip_jaw_profile,M3,5,0.5979627668857574,0.6265963965224374,0.07978979515762286,0.7902045509960158
7,Lip_jaw_profile,M4,7,0.30282786914280485,0.3656869025123688,-0.22861591854105434,0.7258444765082709
7,Nostril_muzzle,M0,7,0.23671939756189073,0.30599867808169656,-2.4410930636945234,0.13729476049390388
7,Nostril_muzzle,M1,7,0.2167274079152516,0.22625998145748158,0.0,
7,Nostril_muzzle,M2,9,0.5911185261276033,0.6131773333270326,-0.691938989477229,-0.5620314846441973
7,Nostril_muzzle,M3,5,0.2668831080198288,0.2861879550204159,0.6587352266718017,0.973449316615825
7,Nostril_muzzle,M4,7,0.5932158189160484,0.6011655734238596,-12.281450923487713,0.9578609185588601
7,Total_Facial_scale,M0,7,0.7841035808835711,1.1621983683738584,-48.63839865910188,0.07352569965054939
7,Total_Facial_scale,M1,7,1.5569753306252616,1.8024483573741936,-28.848538052418945,0.9327445953003137
7,Total_Facial_scale,M2,9,3.5695541169908314,3.6537656697991325,-1.4030004133965033,-0.8327558879083623
7,Total_Facial_scale,M3,5,2.364402401447296,2.4140513570138067,0.45365837765613104,0.9210394880511132
7,Total_Facial_scale,M4,7,0.9400609561375209,1.0326519759660757,0.3876703286477079,0.9467347792944788
8,Orbital_tightening,M0,7,0.3919861486979893,0.3925291806679792,0.0,
8,Orbital_tightening,M1,7,0.39883354731968473,0.4026721504957067,0.0,
8,Orbital_tightening,M2,9,0.8323782649305131,0.8452754172644423,-27.93685960769351,0.5262111551561443
8,Orbital_tightening,M3,5,0.473720121383667,0.49690534047166224,-0.02881215578857721,0.9969794428773319
8,Orbital_tightening,M4,7,0.48140330399785725,0.5039183217084542,-8.33206366700849,0.873077144158265
8,Tension_above_eyes,M0,7,0.18933420521872385,0.217149673556868,-0.7329086883857385,-0.3269640900776457
8,Tension_above_eyes,M1,7,0.19059651238577707,0.2357721898809133,-1.0428785564357175,0.822377585919091
8,Tension_above_eyes,M2,9,0.1192423337035709,0.1519251149767699,0.06520981300929574,0.6831132953186378
8,Tension_above_eyes,M3,5,0.5202846884727478,0.5765978302451458,-0.38527099177895474,0.9716762221223627
8,Tension_above_eyes,M4,7,0.07037548507962908,0.07365487157451799,0.0,
8,Cheek_tightening,M0,7,0.20379099249839783,0.21097722776132255,-0.6357935082932042,-0.9203845610172462
8,Cheek_tightening,M1,7,0.19990123169762747,0.21374452806707017,-0.6789869804136601,-0.7986195402291917
8,Cheek_tightening,M2,9,0.5408407780859206,0.6333534696584188,-3.061508373517002,-0.7378260583218037
8,Cheek_tightening,M3,5,0.17092185616493225,0.1731685722046261,-0.12452572295012287,-0.5112558852696099
8,Cheek_tightening,M4,7,0.27300422957965303,0.31472994346081185,-2.6402687291966567,0.48857266064793864
8,Ears_frontal,M0,7,0.11801982777459281,0.12039270994475602,0.0,
8,Ears_frontal,M1,7,0.24273314007690974,0.24395755976168695,0.0,
8,Ears_frontal,M2,9,0.5521148095528284,0.6448856198396372,-3.2107594350844337,-0.5481099933998168
8,Ears_frontal,M3,5,0.36013537347316743,0.37732326147613204,-0.3347453296709668,-0.3723365898833277
8,Ears_frontal,M4,7,0.28794603262628826,0.32604299593393393,-2.906673060655027,0.6489950023278677
8,Ears_lateral,M0,7,0.38210244689668926,0.4065792988141906,-5.075021826641255,0.7382600583844056
8,Ears_lateral,M1,7,0.585695777620588,0.586941420899145,0.0,
8,Ears_lateral,M2,9,0.5956848031944699,0.6376234921592879,-0.8295366208414428,-0.5316280973245413
8,Ears_lateral,M3,5,0.7054296612739563,0.719129370550465,-0.21206332991549148,-0.9733520341619619
8,Ears_lateral,M4,7,0.3595503100327083,0.3648757318596144,-0.22317141494791826,-0.6609944209355995
8,Lip_jaw_profile,M0,7,0.27086794802120756,0.32203013888461124,-2.811100103204772,-0.5925682439810092
8,Lip_jaw_profile,M1,7,0.05293849962098258,0.0601376902523247,0.0,
8,Lip_jaw_profile,M2,9,0.5551326208644443,0.5642315537035351,-0.43260760787617336,-0.5085425190690094
8,Lip_jaw_profile,M3,5,0.7191144704818726,0.7978269384921955,-0.49186199807144515,0.899584338021203
8,Lip_jaw_profile,M4,7,0.2947781000818525,0.30875889867845163,0.1241367738036322,0.9480765532756404
8,Nostril_muzzle,M0,7,0.1705809235572815,0.1778999789513933,-0.1630787229509072,0.1914814373183706
8,Nostril_muzzle,M1,7,0.08390365328107562,0.08587478870768067,0.0,
8,Nostril_muzzle,M2,9,0.5033376548025343,0.5068161906973381,-0.15588193018832275,0.667716544358529
8,Nostril_muzzle,M3,5,0.4735673487186432,0.47926664323974605,0.042931186157108336,0.9805558603045927
8,Nostril_muzzle,M4,7,0.23803043791225978,0.2905924197585729,-2.1033151400049923,-0.07722660812957051
8,Total_Facial_scale,M0,7,1.0667311464037215,1.0961389075548462,-43.15586801851085,-0.9838238027377741
8,Total_Facial_scale,M1,7,1.2613927977425712,1.3006312840639345,-14.541960312221768,0.3088004695165582
8,Total_Facial_scale,M2,9,3.1764086617363825,3.6665013005659666,-1.419781490900995,-0.5280847294576934
8,Total_Facial_scale,M3,5,3.423173487186432,3.5794600791225717,-0.20117510902029645,0.9537252613381794
8,Total_Facial_scale,M4,7,1.3915855884552002,1.5789991418845895,-0.43166408904360565,0.7256078347701866
